stud.id,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
879526,Male,21,177,77.2,Catholic,1.81,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
834001,Female,21,144,55,Other,3.42,6th,Political Science,Economics and Finance,49,57,1,1,33726.58383
513000,Male,22,178,80.5,Other,1.09,3rd,Mathematics and Statistics,Political Science,91,89,1,0,NA
212642,Female,26,161,67.5,Other,3.61,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
764426,Male,24,183,83,Orthodox,3.01,>6th,Economics and Finance,Social Sciences,61,64,0,0,NA
744270,Male,20,168,70.7,Other,1.77,4th,Economics and Finance,Social Sciences,68,69,1,0,NA
661280,Female,20,181,77.6,Catholic,3.7,5th,Environmental Sciences,Political Science,72,72,1,1,39403.4831
694180,Male,18,186,84.2,Protestant,1.23,4th,Mathematics and Statistics,Environmental Sciences,87,93,1,1,64525.11155
637261,Male,23,169,70.1,Protestant,1.45,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
415302,Male,21,171,73.2,Catholic,3.65,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
859928,Male,21,182,81.2,Other,3.2,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
663683,Female,21,152,60.1,Catholic,1.52,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
678651,Male,23,175,74,Protestant,1.05,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
949691,Female,21,157,65.8,Catholic,1.09,3rd,Mathematics and Statistics,Political Science,85,95,1,0,NA
506119,Male,23,189,88.5,Catholic,1.57,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
396355,Male,19,157,65.3,Other,2.04,6th,Biology,Environmental Sciences,74,78,1,1,37625.68727
152996,Male,20,181,81.4,Protestant,3.91,4th,Political Science,Mathematics and Statistics,59,50,0,0,NA
765912,Female,20,173,72.5,Other,3.72,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
369272,Male,22,174,73.6,Other,1.44,3rd,Political Science,Mathematics and Statistics,52,62,1,0,NA
388459,Male,20,183,88.4,Catholic,1.13,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
318277,Female,20,154,61.4,Orthodox,1.14,4th,Environmental Sciences,Mathematics and Statistics,71,84,1,1,31982.90479
701439,Male,25,163,65.4,Other,3.54,6th,Environmental Sciences,Biology,68,75,1,1,37064.63282
167586,Male,23,176,73.3,Protestant,2.36,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
652480,Female,22,157,63.3,Other,2.73,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
244393,Male,20,168,74.1,Orthodox,3.16,1st,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
942239,Male,21,191,89.8,Other,1.08,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
711627,Male,18,182,79,Catholic,3.46,2nd,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
457493,Female,19,173,72.7,Other,1.43,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
696684,Male,20,176,71.6,Protestant,1.69,6th,Economics and Finance,Environmental Sciences,62,63,0,1,71467.89992
530824,Male,22,170,65.8,Protestant,1.79,5th,Mathematics and Statistics,Biology,89,86,0,1,58670.84946
290462,Male,18,187,84.4,Catholic,2.87,>6th,Environmental Sciences,Biology,70,76,1,1,37691.92767
965274,Female,20,150,57.6,Catholic,1.35,1st,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
384134,Female,22,167,71.2,Catholic,1.14,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
540951,Female,24,163,69.2,Protestant,1.55,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
272230,Male,22,175,74.3,Other,1.13,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
932496,Female,21,157,59.1,Other,1.12,>6th,Social Sciences,Mathematics and Statistics,40,41,1,1,37036.28314
124573,Female,19,164,71.1,Catholic,2.29,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
766769,Male,35,179,78.7,Other,2.49,1st,Economics and Finance,Political Science,NA,NA,0,0,NA
538530,Male,60,180,77.9,Catholic,3.47,6th,Social Sciences,Political Science,45,49,1,1,39758.05095
383609,Male,21,192,88.6,Protestant,3.13,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
824590,Male,19,175,74.7,Catholic,1.71,4th,Biology,Mathematics and Statistics,75,81,1,0,NA
195524,Male,20,186,84.4,Other,3.35,>6th,Environmental Sciences,Biology,67,79,1,1,43101.36476
970472,Male,20,175,75.1,Catholic,2.18,1st,Economics and Finance,Biology,NA,NA,0,0,NA
192886,Female,25,159,62.5,Catholic,2.91,3rd,Political Science,Social Sciences,55,57,1,0,NA
616610,Female,20,163,68.8,Protestant,1.22,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
450798,Female,21,158,62.3,Other,2.74,3rd,Political Science,Economics and Finance,59,48,0,0,NA
139714,Female,21,160,63.7,Catholic,2.73,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
462969,Male,21,178,75.4,Catholic,1.21,6th,Environmental Sciences,Biology,69,74,1,0,NA
308805,Male,23,182,82.7,Catholic,2.67,4th,Mathematics and Statistics,Social Sciences,90,90,0,1,59001.48731
587935,Male,21,181,79.5,Other,2.37,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
307257,Female,21,166,71.3,Other,1.09,5th,Economics and Finance,Biology,64,68,1,0,NA
507527,Female,21,154,63.4,Orthodox,1.31,1st,Biology,Political Science,NA,NA,0,0,NA
311317,Male,19,177,75.3,Protestant,2.32,6th,Social Sciences,Economics and Finance,39,50,1,1,21722.33876
219804,Male,39,174,73,Catholic,2.47,3rd,Biology,Political Science,77,81,1,0,NA
334855,Male,20,183,80,Protestant,2.33,5th,Biology,Social Sciences,78,81,1,1,56717.13858
788765,Male,22,181,76.8,Catholic,3.87,6th,Economics and Finance,Environmental Sciences,67,66,1,1,51518.15402
944446,Male,21,186,83.4,Other,1.88,>6th,Economics and Finance,Environmental Sciences,64,65,1,1,55664.49541
462584,Male,20,183,80.6,Other,1.82,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
202148,Male,24,180,77.2,Other,1.99,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
742986,Female,20,169,68.6,Orthodox,1.98,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
633171,Female,21,163,66.6,Protestant,1.81,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
493408,Male,19,180,77.6,Protestant,1.38,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
566236,Female,21,173,71.8,Catholic,1.57,4th,Biology,Economics and Finance,77,73,1,1,43724.38626
883456,Female,19,161,65.4,Catholic,3.93,5th,Environmental Sciences,Mathematics and Statistics,82,81,0,0,NA
492124,Female,21,170,68.9,Catholic,3.18,3rd,Social Sciences,Biology,43,38,0,0,NA
879277,Male,23,174,71.1,Muslim,1.21,5th,Economics and Finance,Biology,63,73,0,1,39862.09827
466845,Male,22,188,87.9,Catholic,1.12,4th,Economics and Finance,Environmental Sciences,63,72,0,0,NA
560871,Male,21,175,75.7,Catholic,1.75,4th,Mathematics and Statistics,Environmental Sciences,80,90,1,0,NA
561670,Female,20,162,63.3,Orthodox,1.23,5th,Environmental Sciences,Social Sciences,71,76,1,1,24297.1551
731851,Female,22,169,67.4,Orthodox,3.33,3rd,Biology,Social Sciences,75,75,1,0,NA
339089,Male,20,174,68.4,Orthodox,2.21,3rd,Environmental Sciences,Biology,77,67,0,0,NA
822432,Female,23,174,75.8,Catholic,3.38,4th,Economics and Finance,Mathematics and Statistics,58,61,0,0,NA
478134,Male,20,178,73.3,Catholic,3.42,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
741295,Female,23,163,67.9,Catholic,1.13,4th,Political Science,Biology,42,57,0,0,NA
327389,Female,20,166,67.7,Protestant,1.48,5th,Mathematics and Statistics,Environmental Sciences,84,88,0,1,40562.7449
261270,Male,55,188,85,Protestant,1.33,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
649588,Female,23,168,70.7,Catholic,3.33,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
755314,Male,21,176,75.3,Other,3.68,3rd,Social Sciences,Political Science,47,57,1,0,NA
946325,Female,19,171,71,Orthodox,1.08,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
948224,Male,27,166,65.8,Protestant,2.7,6th,Political Science,Economics and Finance,54,49,1,1,32704.01887
443429,Female,19,166,70.8,Catholic,2.59,4th,Political Science,Social Sciences,61,43,1,0,NA
840594,Female,43,178,78.6,Other,1.27,5th,Political Science,Biology,61,56,1,0,NA
468308,Male,23,173,71.8,Other,1.28,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
300154,Female,21,156,64,Orthodox,2.19,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
688102,Male,47,178,79.4,Catholic,2.22,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
437053,Female,21,163,66.2,Protestant,1.27,4th,Economics and Finance,Environmental Sciences,62,67,1,0,NA
206514,Male,19,186,82,Protestant,1.71,5th,Biology,Mathematics and Statistics,78,81,1,1,49372.54091
303005,Female,22,163,60.8,Catholic,1.54,4th,Economics and Finance,Environmental Sciences,66,54,1,0,NA
712097,Male,19,172,71.6,Protestant,2.48,4th,Political Science,Social Sciences,57,65,1,0,NA
755701,Male,22,182,81.2,Catholic,3.56,6th,Biology,Social Sciences,76,80,1,1,49485.36939
216114,Male,23,186,81.7,Protestant,3.16,6th,Biology,Social Sciences,77,78,0,0,NA
667329,Male,23,181,82.9,Catholic,1.62,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
640025,Male,19,171,71.5,Other,3.38,2nd,Biology,Political Science,NA,NA,0,0,NA
636345,Female,19,166,69.8,Other,3.37,3rd,Social Sciences,Political Science,48,43,1,0,NA
189369,Male,22,180,73.8,Other,1.82,>6th,Social Sciences,Political Science,40,43,1,1,33108.64524
404902,Female,21,174,74.4,Other,2.59,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
960892,Male,22,183,83.8,Other,1.01,3rd,Environmental Sciences,Biology,69,77,0,0,NA
119167,Male,22,172,73,Protestant,1.16,3rd,Economics and Finance,Political Science,72,67,1,0,NA
907903,Male,39,186,81.8,Catholic,1.69,6th,Political Science,Environmental Sciences,49,56,1,1,30375.19115
818041,Male,53,177,79.6,Other,2.28,1st,Biology,Political Science,NA,NA,0,0,NA
157233,Male,20,180,83.7,Catholic,3.24,>6th,Mathematics and Statistics,Political Science,93,89,1,1,45926.40532
945489,Male,24,182,77.6,Other,2.8,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
230616,Male,21,171,69.4,Catholic,1.4,2nd,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
741781,Male,19,180,77.3,Catholic,3.3,>6th,Economics and Finance,Social Sciences,76,63,0,1,49091.01011
669030,Male,23,171,68.2,Protestant,2.55,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
570626,Male,21,182,80.4,Catholic,2,1st,Economics and Finance,Biology,NA,NA,0,0,NA
819974,Male,21,186,81.6,Protestant,2.3,4th,Economics and Finance,Environmental Sciences,65,71,1,0,NA
224375,Female,61,168,65.5,Other,1.02,4th,Social Sciences,Biology,44,41,0,0,NA
293956,Male,22,173,71.2,Protestant,1.92,4th,Environmental Sciences,Social Sciences,79,73,0,0,NA
806895,Female,22,152,66,Catholic,2.79,3rd,Political Science,Economics and Finance,55,49,1,0,NA
755108,Male,19,188,84.7,Other,2.6,6th,Mathematics and Statistics,Social Sciences,90,91,1,1,48449.52772
531454,Female,22,174,70.3,Catholic,2.67,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
155776,Male,19,186,80.3,Other,1.53,5th,Mathematics and Statistics,Economics and Finance,93,83,0,1,53178.73999
346393,Female,21,166,65,Orthodox,2.71,1st,Social Sciences,Biology,NA,NA,0,0,NA
671183,Male,20,155,61.7,Protestant,1.35,3rd,Economics and Finance,Environmental Sciences,62,72,1,0,NA
131200,Male,22,171,72.4,Protestant,2.42,5th,Mathematics and Statistics,Biology,85,93,1,0,NA
448719,Female,23,181,76.6,Protestant,1.44,5th,Social Sciences,Political Science,44,43,1,0,NA
538775,Female,24,158,65.1,Other,1.13,3rd,Social Sciences,Environmental Sciences,51,48,0,0,NA
826573,Male,19,180,79.1,Other,1.35,3rd,Environmental Sciences,Biology,69,79,0,0,NA
789772,Male,22,181,73,Protestant,1.69,3rd,Mathematics and Statistics,Political Science,89,95,1,0,NA
321865,Female,22,165,72.2,Catholic,2.07,3rd,Economics and Finance,Political Science,65,64,0,0,NA
812754,Female,20,152,59.8,Muslim,1.75,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
669137,Female,24,158,64.8,Other,3.42,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
941419,Male,20,154,63.5,Catholic,2.9,4th,Social Sciences,Biology,44,41,0,0,NA
249878,Male,19,180,82.5,Catholic,2.22,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
428018,Male,19,180,77.5,Orthodox,2.89,5th,Mathematics and Statistics,Biology,92,86,1,0,NA
131511,Female,21,162,67.1,Catholic,2.97,3rd,Social Sciences,Political Science,42,47,1,0,NA
476323,Female,20,165,64.2,Catholic,3.03,>6th,Political Science,Social Sciences,59,54,0,0,NA
265103,Female,22,155,62.8,Catholic,1.12,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
384049,Female,24,167,64.4,Catholic,3.01,3rd,Political Science,Social Sciences,46,60,1,0,NA
832010,Male,22,176,74.1,Catholic,1.62,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
208371,Female,23,165,65,Other,3.26,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
121875,Male,25,182,84.6,Catholic,1.72,2nd,Biology,Social Sciences,NA,NA,0,0,NA
701149,Female,22,149,62.4,Protestant,1.53,4th,Environmental Sciences,Biology,71,80,1,0,NA
750287,Male,22,188,89.1,Protestant,3.22,3rd,Mathematics and Statistics,Political Science,87,89,1,0,NA
347650,Male,22,160,67.7,Other,3.53,6th,Political Science,Biology,46,54,1,0,NA
617547,Male,22,159,63,Other,2.27,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
765934,Male,20,166,70.5,Orthodox,2.67,3rd,Mathematics and Statistics,Environmental Sciences,86,91,1,0,NA
758494,Female,23,167,68.3,Protestant,1.61,1st,Biology,Social Sciences,NA,NA,0,0,NA
414323,Male,23,187,82.5,Other,2.71,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
833113,Female,19,154,61.5,Catholic,2.87,6th,Biology,Political Science,71,75,1,0,NA
898401,Female,21,172,70.6,Catholic,3.15,3rd,Political Science,Environmental Sciences,55,53,1,0,NA
419958,Male,22,183,79.7,Catholic,1.89,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
842166,Female,21,177,77.7,Catholic,1.69,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
663395,Female,22,171,70.3,Other,2.4,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
424157,Female,50,177,76,Protestant,2.53,>6th,Biology,Mathematics and Statistics,83,82,1,0,NA
591314,Male,27,182,82.1,Catholic,2.78,5th,Environmental Sciences,Economics and Finance,72,66,0,1,35065.14453
755549,Male,25,182,83.9,Catholic,3.49,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
864079,Female,21,159,60.7,Orthodox,1.28,3rd,Political Science,Biology,51,53,0,0,NA
592087,Male,19,173,72.7,Catholic,2.96,3rd,Economics and Finance,Social Sciences,71,59,0,0,NA
627635,Male,21,196,94.5,Protestant,1.09,5th,Economics and Finance,Biology,67,71,0,0,NA
802549,Female,22,163,67.1,Catholic,1.7,3rd,Social Sciences,Environmental Sciences,45,43,1,0,NA
158609,Female,22,167,68.5,Other,2.32,4th,Political Science,Biology,56,51,0,0,NA
219964,Female,21,162,67.1,Other,1.01,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
714211,Female,55,171,66.3,Catholic,1.52,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
392311,Male,24,182,83.5,Protestant,2.22,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
293528,Male,26,180,82.2,Protestant,1.08,3rd,Political Science,Environmental Sciences,49,58,0,0,NA
632912,Male,22,188,89.7,Orthodox,2.51,6th,Political Science,Social Sciences,51,58,1,1,48190.83336
306509,Female,19,164,65.5,Catholic,1.11,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
418282,Male,20,181,78.5,Other,1.27,4th,Biology,Political Science,75,80,1,0,NA
872720,Female,22,161,65,Protestant,2.05,1st,Biology,Social Sciences,NA,NA,0,0,NA
282491,Female,52,165,66.1,Protestant,1.02,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
452127,Male,19,188,88.9,Protestant,2.4,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
467602,Female,20,157,67.3,Protestant,1.84,1st,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
409582,Female,20,179,74.6,Other,3.25,4th,Biology,Mathematics and Statistics,73,75,1,1,50790.13025
873084,Male,23,172,67,Other,2.11,3rd,Environmental Sciences,Biology,81,72,0,0,NA
394117,Female,18,162,64,Catholic,2.89,1st,Economics and Finance,Political Science,NA,NA,0,0,NA
442982,Female,18,155,62,Catholic,1.8,4th,Economics and Finance,Political Science,66,75,1,0,NA
413617,Male,21,188,88.2,Protestant,1.48,5th,Biology,Political Science,81,82,1,1,57164.60067
534186,Male,22,179,77.8,Catholic,1.3,4th,Mathematics and Statistics,Economics and Finance,94,91,1,0,NA
229836,Male,55,172,69,Catholic,1.1,5th,Political Science,Social Sciences,59,56,1,1,39239.56407
412195,Male,21,190,86,Catholic,2.16,5th,Mathematics and Statistics,Economics and Finance,86,93,1,1,50763.65584
466379,Female,21,158,62,Protestant,2.44,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
357559,Female,22,165,70.6,Catholic,3.53,4th,Social Sciences,Economics and Finance,49,47,0,1,31749.80683
763877,Male,19,185,88,Protestant,1.33,4th,Environmental Sciences,Economics and Finance,64,71,1,0,NA
937495,Female,19,165,68.6,Other,3.1,4th,Biology,Political Science,75,84,1,0,NA
925483,Male,21,186,88,Other,1.71,4th,Social Sciences,Political Science,36,41,0,0,NA
574608,Female,22,156,64.6,Other,1.89,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
746535,Female,22,163,65.2,Catholic,2.96,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
455261,Male,21,182,81.6,Other,2.2,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
819845,Female,25,172,71.6,Other,1.38,3rd,Political Science,Environmental Sciences,50,51,1,0,NA
518268,Male,20,174,73.7,Other,1.28,4th,Political Science,Economics and Finance,61,48,1,0,NA
138120,Male,19,170,65.3,Protestant,1.75,3rd,Social Sciences,Economics and Finance,45,47,1,0,NA
963646,Male,19,174,75.2,Catholic,1.91,4th,Biology,Social Sciences,75,86,0,0,NA
563883,Female,20,170,74.5,Orthodox,1.43,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
808792,Male,50,188,82.3,Other,3.99,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
496565,Male,21,165,65.3,Other,1.5,3rd,Economics and Finance,Biology,63,62,1,0,NA
834833,Female,18,160,64.7,Other,2.74,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
884436,Male,20,169,67.8,Other,2.2,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
156793,Male,22,181,81,Other,1.54,3rd,Environmental Sciences,Social Sciences,75,74,0,0,NA
499183,Male,25,180,80.5,Other,3.39,3rd,Environmental Sciences,Biology,75,81,1,0,NA
451929,Male,19,174,75.5,Orthodox,1.43,5th,Environmental Sciences,Economics and Finance,71,78,1,0,NA
711042,Male,18,175,72.1,Orthodox,1.41,3rd,Biology,Economics and Finance,83,82,1,0,NA
881500,Male,19,190,90,Other,2.56,6th,Political Science,Mathematics and Statistics,56,45,1,0,NA
284570,Female,21,168,69.4,Other,2.24,6th,Environmental Sciences,Mathematics and Statistics,71,79,0,0,NA
855463,Female,23,157,66,Catholic,3.41,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
837264,Male,19,184,77.6,Protestant,1.78,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
195489,Male,22,183,86.5,Orthodox,1.66,>6th,Political Science,Economics and Finance,56,61,1,1,48126.35525
869543,Female,21,155,65.6,Muslim,2.58,>6th,Environmental Sciences,Mathematics and Statistics,73,79,1,1,33365.41896
729441,Female,34,167,70.4,Orthodox,1.13,4th,Political Science,Economics and Finance,60,57,1,1,33208.00874
741546,Female,22,162,66.4,Protestant,3.34,2nd,Biology,Social Sciences,NA,NA,0,0,NA
726212,Female,22,165,68.6,Protestant,2.81,1st,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
608029,Male,23,180,74.2,Catholic,1.13,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
310870,Male,20,171,73.4,Catholic,3.14,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
799732,Female,20,165,68.6,Muslim,2.03,4th,Environmental Sciences,Economics and Finance,65,72,0,0,NA
585826,Male,19,181,81.4,Catholic,1.32,6th,Political Science,Economics and Finance,69,55,1,0,NA
